"iati-identifier","title","reporting-org","total-commitment","total-spend","currency","link","activity-status"
"XM-DAC-46008-cfa012565","Programa de Inclusión Social y Territorial de Salvador","CAF Banco de Desarrollo de América Latina y el Caribe","125,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012565",2
"XM-DAC-46008-cfa012572","Raíces: De la Herencia Cultural a la Innovación en Barbados","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012572",4
"XM-DAC-46008-cfa012596","PROGRAMA DE DESARROLLO URBANO Y RECURSOS HíDRICOS DE UBERABA","CAF Banco de Desarrollo de América Latina y el Caribe","72,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012596",2
"XM-DAC-46008-cfa012613","Programa de crédito para el subsector cafetalero y fortalecimiento institucional al Banco Nacional de Desarrollo Agrícola (BANADESA)","CAF Banco de Desarrollo de América Latina y el Caribe","40,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012613",2
"XM-DAC-46008-cfa012629","Programa de preinversión e inversión pública de Honduras","CAF Banco de Desarrollo de América Latina y el Caribe","70,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012629",2
"XM-DAC-46008-cfa012641","Programa de Rehabilitación de Redes de Distribución Eléctrica y Reducción de Pérdidas","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012641",2
"XM-DAC-46008-cfa012652","Programa de Mejora y Expansión del Sistema de Saneamiento de Panamá – Primer Préstamo","CAF Banco de Desarrollo de América Latina y el Caribe","250,917,420",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012652",2
"XM-DAC-46008-cfa012670","Programa de Infraestructura Vial para la Competitividad Regional PROREGION II","CAF Banco de Desarrollo de América Latina y el Caribe","200,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012670",2
"XM-DAC-46008-cfa012672","Proyecto de Mejoramiento del Servicio de Transporte Urbano de Pasajeros de Trujillo","CAF Banco de Desarrollo de América Latina y el Caribe","29,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012672",2
"XM-DAC-46008-cfa012680","Programa de Desarrollo Territorial de la Provincia de Río Negro","CAF Banco de Desarrollo de América Latina y el Caribe","140,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012680",2
"XM-DAC-46008-cfa012689","Préstamo A/B Cálidda 2025","CAF Banco de Desarrollo de América Latina y el Caribe","500,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012689",4
"XM-DAC-46008-cfa012694","Fortalecimiento de la infraestructura digital en Trinidad y Tobago","CAF Banco de Desarrollo de América Latina y el Caribe","35,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012694",2
"XM-DAC-46008-cfa012700","Proyecto de Modernización del Sistema Educativo de El Salvador:","CAF Banco de Desarrollo de América Latina y el Caribe","100,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012700",2
"XM-DAC-46008-cfa012704","Programa Vial 4 - Rehabilitación, mejoramiento y mantenimiento de la ruta nacional PY22, Tramo Concepción-Vallemí-San Lázaro y accesos","CAF Banco de Desarrollo de América Latina y el Caribe","135,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012704",2
"XM-DAC-46008-cfa012724","?PROGRAMA DE APOYO AL DESARROLLO DEL SECTOR ENERGéTICO EN BAHAMAS","CAF Banco de Desarrollo de América Latina y el Caribe","100,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012724",4
"XM-DAC-46008-cfa012760","Programa Nacional de Puentes para el Desarrollo (Mi Puente)","CAF Banco de Desarrollo de América Latina y el Caribe","110,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012760",2
"XM-DAC-46008-cfa012766","Línea de Crédito No Comprometida y No Revolvente destinada al apoyo del Financiamiento de los Proyectos del Plan de Inversiones de Bogotá Distrito Capital","CAF Banco de Desarrollo de América Latina y el Caribe","170,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012766",4
"XM-DAC-46008-cfa012767","Programa Presas Resilientes","CAF Banco de Desarrollo de América Latina y el Caribe","240,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012767",2
"XM-DAC-46008-cfa012770","Proyecto Construcción Carretera Okinawa – Cruce RF.09 (Los Troncos)","CAF Banco de Desarrollo de América Latina y el Caribe","74,800,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012770",2
"XM-DAC-46008-cfa012772","Construcción Camino Asfaltado Crucero - Qaqachaca - Pocoata Tramo 1 (Crucero Wiscachari)","CAF Banco de Desarrollo de América Latina y el Caribe","21,500,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012772",2
"XM-DAC-46008-cfa012774","Construcción Camino Asfalto Crucero – Qaqachaca – Pocoata Tramo 7 (Cruce Totora - Pocoata)","CAF Banco de Desarrollo de América Latina y el Caribe","24,500,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012774",2
"XM-DAC-46008-cfa012778","Construcción Carretera El Salto – Monteagudo, Tramo I: El Salto – Puente Limón","CAF Banco de Desarrollo de América Latina y el Caribe","67,500,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012778",2
"XM-DAC-46008-cfa012794","Proyecto Construcción de Acueducto para el Incremento del Caudal de Agua Cruda del Sistema de Agua Potable del Cantón Montecristi","CAF Banco de Desarrollo de América Latina y el Caribe","28,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012794",2
"XM-DAC-46008-cfa012796","Programa Integral de Infraestructura Sostenible de Riego y Vialidad de la Provincia de Los Ríos","CAF Banco de Desarrollo de América Latina y el Caribe","32,800,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012796",2
"XM-DAC-46008-cfa012805","Programa de Caminos vecinales y Puentes - Fase 3","CAF Banco de Desarrollo de América Latina y el Caribe","74,200,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012805",2
"XM-DAC-46008-cfa012811","Prog Apoyo Accion Climatica","CAF Banco de Desarrollo de América Latina y el Caribe","350,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012811",4
"XM-DAC-46008-cfa012814","Programa de Apoyo a la Reactivación Ferroviaria, Movilidad Sostenible y la Eficiencia Logística en Colombia","CAF Banco de Desarrollo de América Latina y el Caribe","300,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012814",4
"XM-DAC-46008-cfa012819","Programa de Enfoque Sectorial Amplio de Apoyo a la Sostenibilidad del Sector Energético","CAF Banco de Desarrollo de América Latina y el Caribe","400,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012819",4
"XM-DAC-46008-cfa012829","Fase II: Expansión y desarrollo de la red de ferrocarriles en Chile","CAF Banco de Desarrollo de América Latina y el Caribe","500,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012829",2
"XM-DAC-46008-cfa012845","Préstamo bajo la Línea de Crédito Contingente Regional de Apoyo Anticíclico para la Emergencia generada por el COVID-19 en Colombia","CAF Banco de Desarrollo de América Latina y el Caribe","350,303,460",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012845",4
"XM-DAC-46008-cfa012846","Préstamo bajo la Línea de Crédito Contingente Regional de Apoyo Anticíclico para la Emergencia generada por el COVID-19 en Colombia","CAF Banco de Desarrollo de América Latina y el Caribe","350,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012846",4
"XM-DAC-46008-cfa012850","Proyecto Refuncionalización Integral del sistema de agua potable de la ciudad de Córdoba Capital-Primera Etapa","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012850",2
"XM-DAC-46008-cfa012869","Programa de Fortalecimiento de la Actividad Urbana Deportiva en Santa Fe","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012869",2
"XM-DAC-46008-cfa012879","Construcción de Colectores, Emisarios y Planta de Tratamiento de Aguas Residuales (PTAR) Cabeza de Toro","CAF Banco de Desarrollo de América Latina y el Caribe","65,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012879",2
"XM-DAC-46008-cfa012885","Programa para mejorar el acceso efectivo a los servicios de salud mental de la población en Colombia.","CAF Banco de Desarrollo de América Latina y el Caribe","150,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012885",2
"XM-DAC-46008-cfa012890","Programa para la Implementación de un Sistema de Telemedicina en El Salvador – Fase II","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012890",2
"XM-DAC-46008-cfa012897","Programa de apoyo a la estrategia nacional de movilidad humana","CAF Banco de Desarrollo de América Latina y el Caribe","120,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012897",4
"XM-DAC-46008-cfa012910","Programa de Infraestructura Educativa Resiliente y Mejora de la Enseñanza del Español como Lengua Extranjera en Trinidad y Tobago","CAF Banco de Desarrollo de América Latina y el Caribe","100,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa012910",2
"XM-DAC-46008-cfa902404","Vinci Climate Change A, LP","CAF Banco de Desarrollo de América Latina y el Caribe","10,100,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa902404",2
"XM-DAC-46008-cfa902406","Sa Impact Forestry Fund","CAF Banco de Desarrollo de América Latina y el Caribe","15,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa902406",2
"XM-DAC-46008-cfa902408","DIC LATIN AMERICAN FUND IV, LP","CAF Banco de Desarrollo de América Latina y el Caribe","15,100,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfa902408",2
"XM-DAC-46008-cfc003359","Garantía Soberana a favor de Concesionaria Transvase Olmos","CAF Banco de Desarrollo de América Latina y el Caribe","15,264,970",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfc003359",2
"XM-DAC-46008-cfc007956","Proyecto de Irrigación en Olmos","CAF Banco de Desarrollo de América Latina y el Caribe","16,219,433",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfc007956",2
"XM-DAC-46008-cfc008353","Reserva Fría de Generación - Planta Eten","CAF Banco de Desarrollo de América Latina y el Caribe","17,248,242",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfc008353",2
"XM-DAC-46008-cfc011765","Línea 6 del Metro de Sao Paulo","CAF Banco de Desarrollo de América Latina y el Caribe","38,736,416",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfc011765",2
"XM-DAC-46008-cfc012385","Conversión de Deuda por Naturaleza para el Programa de Conservación del Río Lempa","CAF Banco de Desarrollo de América Latina y el Caribe","200,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfc012385",2
"XM-DAC-46008-cfl0000000620","Banco Bradesco","CAF Banco de Desarrollo de América Latina y el Caribe","250,000,000","250,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000000620",2
"XM-DAC-46008-cfl0000001003","SANTANDER BRASIL","CAF Banco de Desarrollo de América Latina y el Caribe","400,000,000","200,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000001003",2
"XM-DAC-46008-cfl0000002469","BANCOP, &nbsp;BANCO PARA LA COMERCIALIZACIóN Y LA PRODUCCIóN S.A.","CAF Banco de Desarrollo de América Latina y el Caribe","12,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000002469",2
"XM-DAC-46008-cfl0000003069","Línea de crédito revolvente no comprometida","CAF Banco de Desarrollo de América Latina y el Caribe","140,000,000","21,092,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003069",2
"XM-DAC-46008-cfl0000003203","Desenvolve Sp Agência de Fomento do Estado de São Paulo S/A","CAF Banco de Desarrollo de América Latina y el Caribe","49,987,176","5,554,131","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003203",2
"XM-DAC-46008-cfl0000003213","Banco Regional de Desenvolvimento do Extremo Sul (BRDE)","CAF Banco de Desarrollo de América Latina y el Caribe","143,762,610","98,276,384","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003213",2
"XM-DAC-46008-cfl0000003265","Banco de Desenvolvimento de Minas Gerais S.A.","CAF Banco de Desarrollo de América Latina y el Caribe","100,000,000","22,222,222","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003265",2
"XM-DAC-46008-cfl0000003406","Corporación Interamericana para el Financiamiento de Infraestructura, S.A.","CAF Banco de Desarrollo de América Latina y el Caribe","10,000,000","9,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003406",2
"XM-DAC-46008-cfl0000003412","Santander Chile","CAF Banco de Desarrollo de América Latina y el Caribe","50,000,000","50,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003412",2
"XM-DAC-46008-cfl0000003432","Banco de Comercio Exterior S.A. (Bancoldex)","CAF Banco de Desarrollo de América Latina y el Caribe","190,000,000","140,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003432",2
"XM-DAC-46008-cfl0000003438","Banco Latinoamericano de Comercio Exterior S.A.","CAF Banco de Desarrollo de América Latina y el Caribe","150,000,000","150,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003438",2
"XM-DAC-46008-cfl0000003441","BANCO DE OCCIDENTE","CAF Banco de Desarrollo de América Latina y el Caribe","52,000,000","52,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003441",2
"XM-DAC-46008-cfl0000003442","Davivienda Panamá","CAF Banco de Desarrollo de América Latina y el Caribe",0,0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003442",2
"XM-DAC-46008-cfl0000003443","GLOBAL BANK CORPORATION","CAF Banco de Desarrollo de América Latina y el Caribe","50,000,000","50,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003443",2
"XM-DAC-46008-cfl0000003445","BANCO NACIONAL DE COMERCIO EXTERIOR, MéXICO","CAF Banco de Desarrollo de América Latina y el Caribe","400,000,000","200,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003445",2
"XM-DAC-46008-cfl0000003476","Banco Bolivariano","CAF Banco de Desarrollo de América Latina y el Caribe",0,0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003476",2
"XM-DAC-46008-cfl0000003477","Agencia de Fomento Paraná S.A.","CAF Banco de Desarrollo de América Latina y el Caribe","6,000,000","2,250,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003477",2
"XM-DAC-46008-cfl0000003481","Banco del Pacífico","CAF Banco de Desarrollo de América Latina y el Caribe",0,0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003481",2
"XM-DAC-46008-cfl0000003483","Banco Internacional S.A.","CAF Banco de Desarrollo de América Latina y el Caribe","7,500,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003483",2
"XM-DAC-46008-cfl0000003492","BANCO DE GUAYAQUIL S.A.","CAF Banco de Desarrollo de América Latina y el Caribe","41,500,000","37,250,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003492",2
"XM-DAC-46008-cfl0000003529","Banco Davivienda S.A.","CAF Banco de Desarrollo de América Latina y el Caribe","118,000,000","118,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003529",2
"XM-DAC-46008-cfl0000003530","BBVA Colombia S.A.","CAF Banco de Desarrollo de América Latina y el Caribe","116,000,000","116,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003530",2
"XM-DAC-46008-cfl0000003533","SCOTIABANK CHILE","CAF Banco de Desarrollo de América Latina y el Caribe","100,000,000","100,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003533",2
"XM-DAC-46008-cfl0000003545","Banco Sudameris","CAF Banco de Desarrollo de América Latina y el Caribe","55,479,848","39,191,980","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003545",2
"XM-DAC-46008-cfl0000003580","Banco de Desarrollo Productivo S.A.M.","CAF Banco de Desarrollo de América Latina y el Caribe","17,872,240",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003580",2
"XM-DAC-46008-cfl0000003619","Banco Improsa S.A","CAF Banco de Desarrollo de América Latina y el Caribe","20,000,000","15,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003619",2
"XM-DAC-46008-cfl0000003624","Banco del Estado de Chile","CAF Banco de Desarrollo de América Latina y el Caribe","270,000,000","270,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003624",2
"XM-DAC-46008-cfl0000003683","BANCO PARA EL FOMENTO A INCIATIVAS ECONOMICAS S.A. - BANCO FIE S.A.","CAF Banco de Desarrollo de América Latina y el Caribe","4,963,076","4,963,076","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003683",2
"XM-DAC-46008-cfl0000003735","FONDO FINANCIERO PARA EL DESARROLLO DE LA CUENCA DEL PLATA - FONPLATA","CAF Banco de Desarrollo de América Latina y el Caribe","125,000,000","100,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003735",2
"XM-DAC-46008-cfl0000003786","Banco Continental","CAF Banco de Desarrollo de América Latina y el Caribe","46,677,028","2,500,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003786",2
"XM-DAC-46008-cfl0000003792","AGENCIA FINANCIERA DE DESARROLLO","CAF Banco de Desarrollo de América Latina y el Caribe","60,000,000","60,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003792",2
"XM-DAC-46008-cfl0000003813","Banco de Desarrollo y Exportaciones (BANDEX)","CAF Banco de Desarrollo de América Latina y el Caribe","4,778,283","2,389,142","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003813",2
"XM-DAC-46008-cfl0000003946","Línea de Crédito Rotativa y Comprometida ENEL CHILE S.A.","CAF Banco de Desarrollo de América Latina y el Caribe","200,000,000","100,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000003946",2
"XM-DAC-46008-cfl0000004056","BANCOP, &nbsp;BANCO PARA LA COMERCIALIZACIóN Y LA PRODU","CAF Banco de Desarrollo de América Latina y el Caribe","9,726,743","9,726,743","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000004056",2
"XM-DAC-46008-cfl0000004065","FONDO MI VIVIENDA S.A.","CAF Banco de Desarrollo de América Latina y el Caribe","50,000,000","50,000,000","USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfl0000004065",2
"XM-DAC-46008-cfx0000001163","Programa de Infraestructura Social y Económica en Zonas Marginadas","CAF Banco de Desarrollo de América Latina y el Caribe","250,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfx0000001163",2
"XM-DAC-46008-cfx0000004106","Proyecto de Ampliación del Acueducto Oriental Barrera de Salinidad y Transferencia de Santo Domingo Norte, segunda fase","CAF Banco de Desarrollo de América Latina y el Caribe","35,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfx0000004106",2
"XM-DAC-46008-cfx0000004238","Proyecto de Mejoras de Infraestructura de Redes Eléctricas en la Provincia de Misiones","CAF Banco de Desarrollo de América Latina y el Caribe","75,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfx0000004238",2
"XM-DAC-46008-cfx0000004254","Proyecto de Construcción de la presa sobre el Arroyo Casupá en la cuenca del Río Santa Lucía","CAF Banco de Desarrollo de América Latina y el Caribe","130,000,000",0,"USD","https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-46008-cfx0000004254",2
